display_template,pref_label,objectid,title,alternative_form,term_type,term_type_uri,vocabulary,vocabulary_uri,language,establish_date,terminate_date,birth_date,death_date,definition,usage,history,location,location_uri,subject_area,broader_term,broader_term_objectid,narrower_term,narrower_term_objectid,related_term,related_term_objectid,exact_match,exact_match_uri,close_match,close_match_uri,related_external,related_external_uri,source,publisher,publisher_uri,rights,rights_statement,rights_statement_uri,absorbed_organization,absorbed_organization_objectid,absorbing_organization,absorbing_organization_objectid,component_of_merger,component_of_merger_objectid,mergee,mergee_objectid,predecessor,predecessor_objectid,predecessor_of_split,predecessor_of_split_objectid,product_of_merger,product_of_merger_objectid,product_of_split,product_of_split_objectid,successor,successor_objectid
record,"Rowe, M. Jessica",isun0189,"Rowe, M. Jessica","Rowe, Jessica",Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the associate director for Des Moines Art Center. See exact matches in external vocabularies for more information about this name. Review and assign related terms as appropriate.,Metadata Services selected this term from an external vocabulary for local use. The form and usage of the term have not been modified.,Iowa,http://id.worldcat.org/fast/1205835,,,,,,,,"Rowe, M. Jessica",http://id.loc.gov/authorities/names/n87131835,,,,,"Women, Art and Power, 1991-10-06 (Jessica Rowe) <a href=""https://n2t.net/ark:/87292/w91n7xs47"">https://n2t.net/ark:/87292/w91n7xs47</a>; M. Jessica Rowe, Former Deputy Director, Des Moines Art Center, Writes in Support of ""Greenwood Pond: Double Site"", 2024-02-01 (M. Jessica Rowe) <a href=""https://www.tclf.org/m-jessica-rowe-former-deputy-director-des-moines-art-center-writes-support-greenwood-pond-double"">https://www.tclf.org/m-jessica-rowe-former-deputy-director-des-moines-art-center-writes-support-greenwood-pond-double</a>",Library of Congress,http://id.loc.gov/authorities/names/n78089035,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Rubin, Sharon G.",isun0190,"Rubin, Sharon G.",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the Dean for the School of Liberal Arts at Salisbury State University. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",,,,,,,,,,,,,,,,"A glass half empty, 1990-03-23 (Sharon Rubin) <a href=""https://n2t.net/ark:/87292/w9bk16v3s"">https://n2t.net/ark:/87292/w9bk16v3s</a>; Community Service and Metropolitan Universities: Meeting the Challenge of Social Responsibility, 1991-01-01 (Sharon G. Rubin) <a href=""https://journals.indianapolis.iu.edu/index.php/muj/article/view/19204"">https://journals.indianapolis.iu.edu/index.php/muj/article/view/19204</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Runyan, Thora J.",isun0191,"Runyan, Thora J.",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the Iowa State University food and nutrition professor. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",Iowa--Ames,http://id.worldcat.org/fast/1207548,,,,,,,,,,,,,,"Problems of special importance to Iowa, 1977-09-22 (Thora J. Runyan) <a href=""https://n2t.net/ark:/87292/w9g15tg60"">https://n2t.net/ark:/87292/w9g15tg60</a>; Iowa State University Bulletin, General Catalog 1977/1979, 1977-04 (Thora J. Runyan) <a href=""https://dr.lib.iastate.edu/handle/20.500.12876/13093"">https://dr.lib.iastate.edu/handle/20.500.12876/13093</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Rupiper, Darrell D., 1937-2009",isun0192,"Rupiper, Darrell D., 1937-2009",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,1937-03-07,2009-02-10,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the Missionary Oblate of Mary Immaculate priest. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",Iowa,http://id.worldcat.org/fast/1205835,,,,,,,,,,,,,,"Hostage diplomacy, 1980-05-08 (Darrell Rupiper) <a href=""https://n2t.net/ark:/87292/w9g73784m"">https://n2t.net/ark:/87292/w9g73784m</a>; Fr. Darrell D. Rupiper, 1937 - 2009, Obituary, viewed on 2025-01-03 (Darrell D. Rupiper) <a href=""http://www.dahnandwoodhouse.com/obituary/328025"">http://www.dahnandwoodhouse.com/obituary/328025</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Sackett, Rosemary Shaw",isun0193,"Sackett, Rosemary Shaw",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,1940-01-17,2022-09-02,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the Iowa Court of Appeals judge. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",Iowa,http://id.worldcat.org/fast/1205835,,,,,,,,Q133309773,https://www.wikidata.org/wiki/Q133309773,,,,,"Law and the changing family, 1988-05-01 (Rosemary Sackett) <a href=""https://n2t.net/ark:/87292/w96d5pg74"">https://n2t.net/ark:/87292/w96d5pg74</a>; Rosemary Sackett papers, viewed on 2025-01-03 (Rosemary Shaw Sackett) <a href=""https://aspace.lib.uiowa.edu/repositories/4/resources/2304"">https://aspace.lib.uiowa.edu/repositories/4/resources/2304</a>; Honorable Rosemary Shaw Sackett Obituary, viewed on 2025-01-03 (Rosemary Shaw Sackett) <a href=""https://www.spiritlakefuneralhome.com/m/obituaries/Rosemary-Sackett/"">https://www.spiritlakefuneralhome.com/m/obituaries/Rosemary-Sackett/</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Salamanca Castillo, Alberto",isun0194,"Salamanca Castillo, Alberto",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the Nicaraguan poet. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",,,,,,,,,,,,,,,,"Culture and crisis in Central America, 1991-11-06 (Alberto Salamanca Castillo) <a href=""https://n2t.net/ark:/87292/w9mc8rm97"">https://n2t.net/ark:/87292/w9mc8rm97</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Schillmoeller, Edward A., 1931-2006",isun0195,"Schillmoeller, Edward A., 1931-2006",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,1931-12-14,2006-09-13,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the statistician for Nielsen Media Research. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",Iowa--Ames,http://id.worldcat.org/fast/1207548,,,,,,,,,,,,,,"Nielsen ratings, 1980-03-11 (Edward Schillmoeller) <a href=""https://n2t.net/ark:/87292/w9hd7nz1n"">https://n2t.net/ark:/87292/w9hd7nz1n</a>; Edward Schillmoeller Obituary (2006), viewed on 2025-01-03 (Edward A. Schillmoeller) <a href=""https://www.legacy.com/us/obituaries/dailyherald/name/edward-schillmoeller-obituary?id=29899803"">https://www.legacy.com/us/obituaries/dailyherald/name/edward-schillmoeller-obituary?id=29899803</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Schmidt, Steffen W.",isun0196,"Schmidt, Steffen W.",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the Iowa State University political science professor. See exact matches in external vocabularies for more information about this name. Review and assign related terms as appropriate.,Metadata Services selected this term from an external vocabulary for local use. The form and usage of the term have not been modified.,Iowa--Ames,http://id.worldcat.org/fast/1207548,,,,,,,,"Schmidt, Steffen W.;Q58629096",http://id.loc.gov/authorities/names/n83153059;https://www.wikidata.org/wiki/Q58629096,,,,,"U.S. foreign policy in the second Bush administration-a second look, 2005-03-31 (Steffen Schmidt) <a href=""https://n2t.net/ark:/87292/w9q52fj58"">https://n2t.net/ark:/87292/w9q52fj58</a>; Schmidt, Steffen Walter, 2021-07-30 (Steffen Walter Schmidt) <a href=""https://isubios.pubpub.org/pub/r354wqrs"">https://isubios.pubpub.org/pub/r354wqrs</a>",Library of Congress,http://id.loc.gov/authorities/names/n78089035,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Schoeberl, Mark",isun0197,"Schoeberl, Mark",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the atmospheric scientist employed at the Goddard Space Flight Center. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",Iowa--Ames,http://id.worldcat.org/fast/1207548,,,,,,,,Q58150028,https://www.wikidata.org/wiki/Q58150028,,,,,"Future NASA atmospheric science missions, 2005-02-24 (Mark Schoeberl) <a href=""https://n2t.net/ark:/87292/w9bv7b146"">https://n2t.net/ark:/87292/w9bv7b146</a>; Mark Schoeberl, viewed on 2025-01-07 (Mark Schoeberl) <a href=""https://markschoeberl.com/"">https://markschoeberl.com/</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Seebohm, Paul M.",isun0198,"Seebohm, Paul M.",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,1916-01-13,2017-01-08,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the University of Iowa College of Medicine Executive Associate Dean. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",Iowa,http://id.worldcat.org/fast/1205835,,,,,,,,,,,,,,"Problems of special importance to Iowa, 1977-09-22 (Paul M. Seebohm) <a href=""https://n2t.net/ark:/87292/w9g15tg60"">https://n2t.net/ark:/87292/w9g15tg60</a>; DAA Awardee: Paul M. Seebohm, viewed on 2025-01-07 (Paul M. Seebohm) <a href=""http://foundation.uiowa.edu/daa/daa-profile.php?namer=true&profileid=273"">http://foundation.uiowa.edu/daa/daa-profile.php?namer=true&profileid=273</a>; Obituary information for Dr. Paul Seebohm, 2017-01-08 (Paul Seebohm) <a href=""https://www.lensingfuneral.com/obituaries/Dr-Paul-Seebohm?obId=1286457"">https://www.lensingfuneral.com/obituaries/Dr-Paul-Seebohm?obId=1286457</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Shakeshaft, Alston J.",isun0199,"Shakeshaft, Alston J.",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,1925-03-01,1998-12-23,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the Iowa State University political science professor. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",Iowa--Ames,http://id.worldcat.org/fast/1207548,,,,,,,,,,,,,,"Current programs, problems and prospects in financing health care, 1977-09-20 (Jerry Shakeshaft) <a href=""https://n2t.net/ark:/87292/w9b853p27"">https://n2t.net/ark:/87292/w9b853p27</a>; Former political science professor dies, 1999-01-11 (Alston “Jerry” Shakeshaft) <a href=""https://iowastatedaily.com/215095/uncategorized/former-political-science-professor-dies/"">https://iowastatedaily.com/215095/uncategorized/former-political-science-professor-dies/</a>; In Memoriam, 1999-06 (Alston J.  “Jerry” Shakeshaft) <a href=""https://www.cambridge.org/core/services/aop-cambridge-core/content/view/C8790F4D432E4CD2F4BD2E2DA9CC1136/S1049096500049507a.pdf/henry-j-raimondo.pdf"">https://www.cambridge.org/core/services/aop-cambridge-core/content/view/C8790F4D432E4CD2F4BD2E2DA9CC1136/S1049096500049507a.pdf/henry-j-raimondo.pdf</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Shideler, Emerson W.",isun0200,"Shideler, Emerson W.",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the Iowa State University philosophy professor and administrator. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",Iowa--Ames,http://id.worldcat.org/fast/1207548,,,,,,,,,,,,,,"Theological promissory notes, 1980-04-29 (Emerson Shideler) <a href=""https://n2t.net/ark:/87292/w9m03z27w"">https://n2t.net/ark:/87292/w9m03z27w</a>; Mary McDermott Shideler papers, viewed on 2025-01-07 (Emerson Wayne Shideler) <a href=""https://aspace.lib.uiowa.edu/repositories/4/resources/2324"">https://aspace.lib.uiowa.edu/repositories/4/resources/2324</a>; Believing and knowing, 1966 (Emerson W. Shideler) <a href=""https://quicksearch.lib.iastate.edu/permalink/01IASU_INST/1s27pim/alma990001442570102756"">https://quicksearch.lib.iastate.edu/permalink/01IASU_INST/1s27pim/alma990001442570102756</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Sigmon, Robert M.",isun0201,"Sigmon, Robert M.",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,,,Preferred form of name for use in Iowa State University Library metadata.,"Use this name to describe resources by or about the Advisor on Hospital Affairs, Blue Cross and Blue Shield Association. Review and assign related terms as appropriate.","Based on the sources cited, Metadata Services recommends this form of the name over other variants.",,,,,,,,,,,,,,,,"America 11 years after medicare, 1977-09-20 (Robert M. Sigmon) <a href=""https://n2t.net/ark:/87292/w9rj4906s"">https://n2t.net/ark:/87292/w9rj4906s</a>; About Robert M. Sigmond, 2025-01-08 (Robert M. Sigmon) <a href=""https://www.sigmondpapers.com/author.html"">https://www.sigmondpapers.com/author.html</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Simpson-Fontaine, Sandra",isun0202,"Simpson-Fontaine, Sandra","Simpson, Sandra",Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the Chief of Staff to Los Angeles Assemblywomen Maxine Waters. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",,,,,,,,,,,,,,,,"Black history and you, 1985-02-22 (Sandra Simpson) <a href=""https://n2t.net/ark:/87292/w9vh5cp71"">https://n2t.net/ark:/87292/w9vh5cp71</a>; Sandra Simpson-Fontaine - Vice-President, viewed on 2025-01-08 (Sandra Simpson-Fontaine) <a href=""http://blog.grantlandjohnsoninstitute.com/p/sandra-simpson-fontaine.html"">http://blog.grantlandjohnsoninstitute.com/p/sandra-simpson-fontaine.html</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Singh, Gurcharan, 1929-2007",isun0203,"Singh, Gurcharan, 1929-2007",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,1929,2007-03-31,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the political science professor at the City University of New York. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",,,,,,,,,,,,,,,,"Minorities: the new privileged or the eternal outcasts, 1977-12-07 (Gurcharan Singh) <a href=""https://n2t.net/ark:/87292/w9x34mx37"">https://n2t.net/ark:/87292/w9x34mx37</a>; Circles in the Sand, 2009-02-03 (Gurcharan Singh) <a href=""https://www.mmm.edu/alumni/images/publications/MMC_71st_Fall08-09.pdf"">https://www.mmm.edu/alumni/images/publications/MMC_71st_Fall08-09.pdf</a>; In Memory of Dr. Gurcharan Singh, Humanitarian and Freedom Activist, 2007-04-17 (Gurcharan Singh) <a href=""https://www.congress.gov/index.php/congressional-record/volume-153/issue-61/extensions-of-remarks-section/article/E766-1"">https://www.congress.gov/index.php/congressional-record/volume-153/issue-61/extensions-of-remarks-section/article/E766-1</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Skidmore, Lisa",isun0204,"Skidmore, Lisa",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the Iowa State University track and cross country athlete. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",Iowa--Ames,http://id.worldcat.org/fast/1207548,,,,,,,,,,,,,,"Student athletes, 1991-02-14 (Lisa Skidmore) <a href=""https://n2t.net/ark:/87292/w9pg1ht34"">https://n2t.net/ark:/87292/w9pg1ht34</a>; 1991 Cosida Academic All-America Women’s At-Large Team, 2018-04-30 (Lisa Skidmore) <a href=""https://s3.amazonaws.com/sidearm.sites/cosidaallamerican.sidearmsports.com/documents/2018/4/30/1991_WOMENS_AT_LARGE_TEAM.pdf"">https://s3.amazonaws.com/sidearm.sites/cosidaallamerican.sidearmsports.com/documents/2018/4/30/1991_WOMENS_AT_LARGE_TEAM.pdf</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Sloane, Joyce, 1930-2011",isun0205,"Sloane, Joyce, 1930-2011",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,1930,2011-02-03,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the Second City producer. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",,,,,,,,,,,,,,,,"A backstage view of women, 1988-10-03 (Joyce Sloane) <a href=""https://n2t.net/ark:/87292/w9s756q6j"">https://n2t.net/ark:/87292/w9s756q6j</a>; RIP: Joyce Sloane, The Second City’s maternal influence (1930-2011), 2011-02-04 (Joyce Sloane) <a href=""https://thecomicscomic.com/2011/02/04/rip-joyce-sloane-the-second-citys-maternal-influence-1930-2011/"">https://thecomicscomic.com/2011/02/04/rip-joyce-sloane-the-second-citys-maternal-influence-1930-2011/</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Smith, Jack M., 1937-2019",isun0206,"Smith, Jack M., 1937-2019",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,1937-08-26,2019-04-17,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the Senior Associate Director for the Stanley Foundation. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",Iowa,http://id.worldcat.org/fast/1205835,,,,,,,,,,,,,,"Star wars, 1987-04-09 (Jack Smith) <a href=""https://n2t.net/ark:/87292/w9bg2hg1z"">https://n2t.net/ark:/87292/w9bg2hg1z</a>; Jack Smith Obituary, viewed on 2025-01-08 (Jack M Smith) <a href=""https://www.wittichfuneralhome.com/obituary/Jack-Smith"">https://www.wittichfuneralhome.com/obituary/Jack-Smith</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Solomon, Ted J.",isun0207,"Solomon, Ted J.",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,1932-05-28,2022-05-18,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the Iowa State University philosophy and religion professor. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",Iowa--Ames,http://id.worldcat.org/fast/1207548,,,,,,,,Q113744300,https://www.wikidata.org/wiki/Q113744300,,,,,"Iran eight years after the revolution, 1987-11-11 (Ted Solomon) <a href=""https://n2t.net/ark:/87292/w9h12vc9p"">https://n2t.net/ark:/87292/w9h12vc9p</a>; Theodore J. Solomon Obituary, viewed on 2025-01-08 (Theodore Joseph Solomon) <a href=""https://www.amestrib.com/obituaries/p0211101"">https://www.amestrib.com/obituaries/p0211101</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Sorensen, Gillian Martin",isun0208,"Sorensen, Gillian Martin",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the senior adviser at the United Nations Foundation. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",,,,,,,,,,Q5562291,https://www.wikidata.org/wiki/Q5562291,,,,,"The U.S. and the UN, 2004-03-24 (Gillian Sorensen) <a href=""https://n2t.net/ark:/87292/w92j68921"">https://n2t.net/ark:/87292/w92j68921</a>; Gillian Sorensen, viewed on 2025-01-08 (Gillian Martin Sorensen) <a href=""https://uscpublicdiplomacy.org/users/20060609_public_diplomacy_fellow_gillian_sorensen"">https://uscpublicdiplomacy.org/users/20060609_public_diplomacy_fellow_gillian_sorensen</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Sperling, Godfrey, 1915-2013",isun0209,"Sperling, Godfrey, 1915-2013","Sperling, Godfrey",Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,1915,2013-09-11,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the Christian Science Monitor bureau chief. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",,,,,,,,,,,,,,,,"The educated person and government, 1977-09-14 (Godfrey Sperling) <a href=""https://n2t.net/ark:/87292/w9f766c3w"">https://n2t.net/ark:/87292/w9f766c3w</a>; The Monitor's Godfrey Sperling remembered, 2013-09-11 (Godfrey 'Budge' Sperling) <a href=""https://www.csmonitor.com/USA/2013/0911/The-Monitor-s-Godfrey-Sperling-remembered-pioneer-of-newsmaker-journalism"">https://www.csmonitor.com/USA/2013/0911/The-Monitor-s-Godfrey-Sperling-remembered-pioneer-of-newsmaker-journalism</a>; Godfrey Sperling, Jr. Papers, 1931-2011, viewed on 2025-01-08 (Godfrey Sperling, Jr.) <a href=""https://archon.library.illinois.edu/archives/?p=collections/controlcard&id=11047"">https://archon.library.illinois.edu/archives/?p=collections/controlcard&id=11047</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
record,"Spicer, Mary Ann",isun0210,"Spicer, Mary Ann",,Authority;Personal Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#PersonalName,Iowa State University names,https://digital.lib.iastate.edu/isulv/vocab/vocab004.html,eng,,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the Vice Chair of the Iowa Employment Appeal Board. Review and assign related terms as appropriate.,"Based on the sources cited, Metadata Services recommends this form of the name over other variants.",Iowa,http://id.worldcat.org/fast/1205835,,,,,,,,,,,,,,"Leadership roundtable, 2005-04-15 (Mary Ann Spicer) <a href=""https://n2t.net/ark:/87292/w9639k991"">https://n2t.net/ark:/87292/w9639k991</a>; IECDB AO 2002-16, 2002-07-31 (Mary Ann Spicer) <a href=""https://ethics.iowa.gov/rulings/advisory-opinions/iecdb-ao-2002-16"">https://ethics.iowa.gov/rulings/advisory-opinions/iecdb-ao-2002-16</a>; The Iowa African-American Journal, 2002 (Mary Ann Spicer) <a href=""http://publications.iowa.gov/1442/1/July%202002%20Newsletter.pdf"">http://publications.iowa.gov/1442/1/July%202002%20Newsletter.pdf</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/,,,,,,,,,,,,,,,,,,,,
